food_code,main_food_description,wweia_category_description,energy_(kcal),protein_(g),carbohydrate_(g),"sugars,_total_(g)","fiber,_total_dietary_(g)",total_fat_(g),"fatty_acids,_total_saturated_(g)","fatty_acids,_total_monounsaturated_(g)","fatty_acids,_total_polyunsaturated_(g)",cholesterol_(mg)
11720619,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water","Formula, prepared from powder",64,1.6,7.12,5.69,0.0,3.28,1.409,1.038,0.769,1
11720809,"Infant formula, store brand, soy","Formula, prepared from powder",66,1.61,6.9,6.76,0.0,3.51,1.306,1.278,0.744,0
11740311,"Infant formula, Enfamil Nutramigen, ready-to-feed","Formula, ready-to-feed",67,1.82,6.94,6.6,0.0,3.49,1.462,1.204,0.66,0
11740313,"Infant formula, Enfamil Nutramigen, powder, made with water","Formula, prepared from powder",67,1.82,6.94,6.6,0.0,3.49,1.462,1.204,0.66,0
11740401,"Infant formula, Enfamil Pregestimil, ready-to-feed","Formula, ready-to-feed",67,1.81,6.76,6.6,0.0,3.62,2.135,0.505,0.802,0
11740403,"Infant formula, Enfamil Pregestimil, powder, made with water","Formula, prepared from powder",67,1.81,6.76,6.6,0.0,3.62,2.135,0.505,0.802,0
11740405,"Infant formula, amino acids","Formula, prepared from powder",66,1.8,7.21,6.6,0.0,3.36,1.333,1.139,0.712,0
11740560,"Infant formula, low iron","Formula, prepared from powder",66,1.43,6.9,6.58,0.0,3.6,1.534,0.658,1.36,2
11810000,"Milk, dry, not reconstituted",Not included in a food category,362,36.16,51.98,51.98,0.0,0.77,0.499,0.2,0.03,20
11825000,"Whey, sweet, dry",Not included in a food category,353,12.93,74.46,74.46,0.0,1.07,0.684,0.297,0.034,6
11830150,"Cocoa powder, not reconstituted",Not included in a food category,228,19.6,57.9,1.75,37.0,13.7,8.07,4.57,0.44,0
11830160,"Chocolate beverage powder, dry mix, not reconstituted",Not included in a food category,400,4.55,90.28,81.82,4.5,2.27,2.273,0.0,0.0,0
11830165,"Chocolate beverage powder, light, dry mix, not reconstituted",Not included in a food category,350,9.09,68.31,27.27,9.1,4.5,0.0,2.119,1.831,0
11830260,"Milk, malted, dry mix, not reconstituted",Not included in a food category,372,0.0,92.96,72.73,0.0,0.0,0.0,0.0,0.0,0
11830400,"Strawberry beverage powder, dry mix, not reconstituted",Not included in a food category,389,0.1,99.1,95.45,0.0,0.2,0.0,0.0,0.0,0
12100100,"Cream, NS as to light, heavy, or half and half",Cream and cream substitutes,131,3.13,4.3,4.13,0.0,11.5,7.032,3.32,0.554,35
12110100,"Cream, light",Cream and cream substitutes,195,2.96,3.66,3.67,0.0,19.1,10.176,4.525,0.789,59
12120100,"Cream, half and half",Cream and cream substitutes,131,3.13,4.3,4.13,0.0,11.5,7.032,3.32,0.554,35
12120106,"Cream, half and half, flavored",Cream and cream substitutes,130,3.07,4.5,4.33,0.0,11.28,6.894,3.255,0.543,34
12120110,"Cream, half and half, fat free",Cream and cream substitutes,59,2.6,9.0,5.0,0.0,1.4,0.841,0.384,0.052,5
12130100,"Cream, heavy",Cream and cream substitutes,343,2.02,3.8,2.92,0.0,35.56,20.4,7.34,1.57,103
12140000,"Cream, whipped","Cream cheese, sour cream, whipped cream",346,1.9,9.49,8.55,0.0,33.45,19.191,6.905,1.477,97
12200100,"Coffee creamer, NFS",Cream and cream substitutes,136,1.0,11.38,11.38,0.0,9.97,1.937,7.551,0.027,0
12210200,"Coffee creamer, liquid",Cream and cream substitutes,136,1.0,11.38,11.38,0.0,9.97,1.937,7.551,0.027,0
12210210,"Coffee creamer, liquid, flavored",Cream and cream substitutes,251,0.69,35.07,33.04,1.1,13.5,2.635,4.002,6.269,0
12210260,"Coffee creamer, liquid, fat free",Cream and cream substitutes,71,0.8,9.1,9.1,0.0,3.5,0.896,2.03,0.42,0
12210270,"Coffee creamer, liquid, fat free, flavored",Cream and cream substitutes,154,0.6,31.72,31.78,0.0,2.7,0.672,1.522,0.315,0
12210280,"Coffee creamer, liquid, fat free, sugar free, flavored",Cream and cream substitutes,71,0.8,9.1,9.1,0.0,3.5,0.896,2.03,0.42,0
12210310,"Coffee creamer, liquid, sugar free, flavored",Cream and cream substitutes,71,0.8,9.1,9.1,0.0,3.5,0.896,2.03,0.42,0
12210400,"Coffee creamer, powder",Cream and cream substitutes,529,2.48,59.29,7.77,0.0,32.92,19.146,9.796,0.408,0
12210420,"Coffee creamer, powder, flavored",Cream and cream substitutes,482,0.68,75.42,58.01,1.2,21.47,19.446,0.618,0.229,0
12210430,"Coffee creamer, powder, fat free",Cream and cream substitutes,431,1.9,73.4,73.4,0.0,15.7,3.8,11.5,0.198,0
12210505,"Coffee creamer,powder, sugar free, flavored",Cream and cream substitutes,529,2.48,59.29,7.77,0.0,32.92,19.146,9.796,0.408,0
12210520,"Coffee creamer, soy, liquid",Cream and cream substitutes,136,1.0,11.38,11.38,0.0,9.97,1.937,7.551,0.027,0
12220200,Whipped topping,"Cream cheese, sour cream, whipped cream",318,1.25,23.05,23.05,0.0,25.31,21.783,1.616,0.523,0
12220270,"Whipped topping, fat free","Cream cheese, sour cream, whipped cream",224,3.0,23.6,23.6,0.0,13.1,11.273,0.838,0.269,2
12220280,"Whipped topping, sugar free","Cream cheese, sour cream, whipped cream",224,3.0,23.6,23.6,0.0,13.1,11.273,0.838,0.269,2
12310100,"Sour cream, regular","Cream cheese, sour cream, whipped cream",196,3.07,5.56,3.41,0.0,17.99,10.7,3.8,0.8,53
12310350,"Sour cream, light","Cream cheese, sour cream, whipped cream",136,3.5,7.1,0.22,0.0,10.6,6.6,3.1,0.4,35
12310370,"Sour cream, fat free","Cream cheese, sour cream, whipped cream",74,3.1,15.6,0.39,0.0,0.0,0.0,0.0,0.0,9
12320100,"Sour cream, imitation","Cream cheese, sour cream, whipped cream",208,2.4,6.63,6.63,0.0,19.52,17.791,0.588,0.056,0
12350010,"Dip, NFS","Dips, gravies, other sauces",432,2.55,3.94,2.48,0.3,45.18,10.924,10.044,22.115,47
12350200,"Chipotle dip, regular","Dips, gravies, other sauces",426,1.99,3.15,2.04,0.0,45.08,10.876,10.021,22.087,46
12350205,"Chipotle dip, light","Dips, gravies, other sauces",195,1.82,13.2,7.36,0.0,15.15,4.63,3.738,6.176,24
12350220,"Onion dip, regular","Dips, gravies, other sauces",346,2.15,3.92,2.64,0.2,35.77,8.745,7.95,17.375,38
12350225,"Onion dip, light","Dips, gravies, other sauces",166,2.0,11.87,6.85,0.1,12.36,3.866,3.039,4.918,20
12350230,"Ranch dip, regular","Dips, gravies, other sauces",432,2.55,3.94,2.48,0.3,45.18,10.924,10.044,22.115,47
12350235,"Ranch dip, light","Dips, gravies, other sauces",201,2.35,13.95,7.78,0.2,15.25,4.675,3.76,6.203,24
12350240,"Spinach dip, regular","Dips, gravies, other sauces",345,2.35,3.44,2.3,0.3,35.83,8.753,7.949,17.402,38
12350245,"Spinach dip, light","Dips, gravies, other sauces",165,2.2,11.42,6.52,0.3,12.41,3.874,3.038,4.943,20
12350250,"Vegetable dip, regular","Dips, gravies, other sauces",429,2.23,3.57,2.05,0.3,45.12,10.889,10.028,22.113,46
12350255,"Vegetable dip, light","Dips, gravies, other sauces",198,2.04,13.6,7.37,0.3,15.19,4.643,3.744,6.201,24
13110000,"Ice cream, NFS",Ice cream and frozen dairy desserts,221,3.57,26.36,22.86,0.8,11.3,6.863,3.125,0.498,42
13110100,"Ice cream, vanilla",Ice cream and frozen dairy desserts,207,3.5,23.6,21.22,0.7,11.0,6.79,2.969,0.452,44
13110102,"Ice cream, vanilla, with additional ingredients",Ice cream and frozen dairy desserts,242,3.67,30.51,25.33,1.0,11.76,6.972,3.36,0.568,38
13110110,"Ice cream, chocolate",Ice cream and frozen dairy desserts,216,3.8,28.2,25.36,1.2,11.0,6.8,3.21,0.41,34
13110112,"Ice cream, chocolate, with additional ingredients",Ice cream and frozen dairy desserts,249,3.93,34.39,28.82,1.5,11.76,6.98,3.563,0.532,30
13110200,"Ice cream, soft serve, vanilla",Ice cream and frozen dairy desserts,180,4.78,29.46,22.12,0.3,4.83,2.927,1.281,0.219,27
13110210,"Ice cream, soft serve, chocolate",Ice cream and frozen dairy desserts,187,5.0,25.7,24.71,0.8,7.19,4.38,2.055,0.241,28
13110460,"Gelato, vanilla",Ice cream and frozen dairy desserts,249,3.5,22.29,20.65,0.0,16.2,10.329,4.46,0.68,92
13110470,"Gelato, chocolate",Ice cream and frozen dairy desserts,251,4.72,19.78,17.35,0.9,16.98,10.377,4.794,0.658,60
13120050,"Ice cream bar, vanilla",Ice cream and frozen dairy desserts,358,2.11,37.12,21.05,1.1,25.26,17.895,1.173,2.208,16
13120100,"Ice cream bar, vanilla, chocolate coated",Ice cream and frozen dairy desserts,331,4.1,24.5,18.3,0.8,24.1,13.202,6.387,3.257,28
13120110,Ice cream candy bar,Ice cream and frozen dairy desserts,323,4.4,30.9,30.0,0.6,20.2,12.658,4.977,1.469,1
13120140,"Ice cream bar, chocolate",Ice cream and frozen dairy desserts,329,4.41,25.17,17.97,1.5,23.89,13.099,6.351,3.201,27
13120500,"Ice cream sandwich, vanilla",Ice cream and frozen dairy desserts,264,4.28,35.88,25.27,1.4,11.8,6.153,3.443,1.377,34
13120510,"Ice cream sandwich, chocolate",Ice cream and frozen dairy desserts,270,4.5,39.33,28.38,1.8,11.8,6.16,3.624,1.346,26
13120550,Ice cream cookie sandwich,Ice cream and frozen dairy desserts,317,4.61,43.35,26.45,1.7,14.11,6.417,4.073,2.787,24
13120730,"Ice cream cone, scooped, vanilla",Ice cream and frozen dairy desserts,215,3.68,25.82,20.61,0.8,10.84,6.567,2.924,0.564,42
13120735,"Ice cream cone, scooped, vanilla, waffle cone",Ice cream and frozen dairy desserts,218,3.76,27.16,21.48,0.8,10.58,6.424,2.881,0.511,41
13120740,"Ice cream cone, NFS",Ice cream and frozen dairy desserts,229,3.75,28.47,22.19,0.9,11.13,6.637,3.074,0.609,40
13120770,"Ice cream cone, scooped, chocolate",Ice cream and frozen dairy desserts,224,3.97,30.23,24.59,1.3,10.84,6.577,3.155,0.524,33
13120775,"Ice cream cone, scooped, chocolate, waffle cone",Ice cream and frozen dairy desserts,227,4.04,31.49,25.38,1.2,10.58,6.434,3.108,0.471,32
13120782,"Ice cream cone, soft serve, vanilla",Ice cream and frozen dairy desserts,189,4.91,31.44,21.48,0.4,4.91,2.859,1.304,0.341,26
13120784,"Ice cream cone, soft serve, chocolate",Ice cream and frozen dairy desserts,196,5.12,27.83,23.96,0.9,7.18,4.254,2.047,0.362,27
13120786,"Ice cream cone, soft serve, vanilla, waffle cone",Ice cream and frozen dairy desserts,193,4.96,32.67,22.33,0.4,4.77,2.789,1.292,0.292,25
13120788,"Ice cream cone, soft serve, chocolate, waffle cone",Ice cream and frozen dairy desserts,200,5.17,29.14,24.77,0.9,6.99,4.156,2.021,0.312,26
13120790,"Ice cream cone, vanilla, prepackaged",Ice cream and frozen dairy desserts,354,5.21,34.38,25.0,1.0,21.88,11.458,7.34,1.657,21
13120792,"Ice cream cone, chocolate, prepackaged",Ice cream and frozen dairy desserts,353,5.35,34.62,24.77,1.4,21.8,11.424,7.312,1.645,21
13120800,"Ice cream soda, flavors other than chocolate",Milk shakes and other dairy drinks,85,0.92,14.02,13.4,0.2,2.9,1.787,0.781,0.119,12
13120810,"Ice cream soda, chocolate",Milk shakes and other dairy drinks,87,1.0,15.23,14.48,0.3,2.9,1.789,0.845,0.108,9
13121000,"Ice cream sundae, NFS",Ice cream and frozen dairy desserts,243,3.7,31.94,23.89,1.1,11.16,6.51,3.276,0.442,36
13121100,"Ice cream sundae, fruit topping",Ice cream and frozen dairy desserts,221,2.72,32.7,22.24,0.7,9.2,5.627,2.422,0.391,36
13121120,Banana split,Ice cream and frozen dairy desserts,199,2.42,32.59,24.17,1.0,6.88,4.07,1.919,0.296,24
13121300,"Ice cream sundae, hot fudge topping",Ice cream and frozen dairy desserts,243,3.7,31.94,23.89,1.1,11.16,6.51,3.276,0.442,36
13121400,"Ice cream sundae, caramel topping",Ice cream and frozen dairy desserts,213,2.95,30.63,28.82,0.5,9.18,5.626,2.419,0.38,36
13126000,"Ice cream, fried",Ice cream and frozen dairy desserts,282,3.94,32.77,20.9,1.2,15.16,6.674,4.701,2.709,34
13130100,"Light ice cream, NFS",Ice cream and frozen dairy desserts,174,4.38,25.44,14.29,0.2,6.14,3.488,1.568,0.48,27
13130300,"Light ice cream, vanilla",Ice cream and frozen dairy desserts,174,4.38,25.44,14.29,0.2,6.14,3.488,1.568,0.48,27
13130310,"Light ice cream, chocolate",Ice cream and frozen dairy desserts,180,4.27,26.24,15.18,0.8,6.46,3.995,1.493,0.384,22
13130700,"Soft serve, blended with candy or cookies, from fast food",Ice cream and frozen dairy desserts,176,4.0,26.18,22.78,0.2,6.06,3.194,1.693,0.323,16
13135000,"Light ice cream sandwich, vanilla",Ice cream and frozen dairy desserts,239,4.93,37.26,20.08,1.0,8.15,3.676,2.392,1.398,21
13135010,"Light ice cream sandwich, chocolate",Ice cream and frozen dairy desserts,243,4.85,37.86,20.74,1.5,8.4,4.056,2.336,1.326,17
13140000,"Light ice cream bar, vanilla",Ice cream and frozen dairy desserts,236,3.23,18.76,10.54,0.1,16.65,13.057,1.845,0.53,20
13140100,"Light ice cream bar, vanilla, chocolate coated",Ice cream and frozen dairy desserts,236,3.39,19.15,10.45,0.5,16.62,13.007,1.872,0.529,20
13140115,"Light ice cream bar, chocolate",Ice cream and frozen dairy desserts,240,3.31,19.74,11.1,1.0,16.86,13.377,1.817,0.459,16
13140700,Creamsicle,Ice cream and frozen dairy desserts,165,1.54,32.75,18.46,0.0,3.08,1.813,0.819,0.137,8
13140900,Fudgesicle,Ice cream and frozen dairy desserts,163,2.56,29.99,17.47,1.0,3.67,2.696,0.584,0.138,1
13142100,"Light ice cream cone, vanilla, prepackaged",Ice cream and frozen dairy desserts,223,5.41,34.23,16.4,0.7,7.3,3.29,2.409,0.865,22
13142110,"Light ice cream cone, chocolate, prepackaged",Ice cream and frozen dairy desserts,227,5.32,34.87,17.11,1.3,7.56,3.695,2.349,0.789,18
13150000,"Sherbet, all flavors",Ice cream and frozen dairy desserts,144,1.1,30.4,24.32,1.3,2.0,1.16,0.53,0.08,1
13161600,"Fudgesicle, light",Ice cream and frozen dairy desserts,124,3.67,23.11,5.1,1.5,1.87,0.984,0.649,0.149,2
13200110,"Pudding, chocolate, NFS",Pudding,142,2.09,23.01,17.17,0.0,4.6,1.263,2.731,0.105,1
13210110,"Pudding, bread",Pudding,156,5.6,23.53,15.1,1.0,4.86,1.7,1.629,1.031,61
13210280,"Pudding, flavors other than chocolate, NFS",Pudding,130,1.45,22.6,16.97,0.0,3.78,1.016,2.286,0.087,1
13210300,Custard,Pudding,97,5.08,10.97,10.89,0.0,3.64,1.647,1.039,0.383,80
13210350,Flan,Pudding,178,5.23,28.24,28.1,0.0,4.94,2.241,1.639,0.531,112
13210370,Creme brulee,Pudding,113,4.06,17.85,17.86,0.0,2.83,1.391,0.732,0.226,45
13210410,"Pudding, rice",Pudding,108,3.23,18.39,11.59,0.3,2.15,1.208,0.556,0.129,12
13210450,"Firni, Indian pudding",Pudding,144,3.58,25.13,15.66,0.3,3.11,1.491,0.872,0.236,9
13210520,"Pudding, tapioca, made from dry mix",Pudding,130,1.95,21.69,14.91,0.0,3.88,0.962,2.538,0.072,1
13220110,"Pudding, flavors other than chocolate, made from dry mix",Pudding,106,2.78,19.38,19.42,0.0,1.89,1.114,0.402,0.06,7
13220120,"Pudding, chocolate, made from dry mix",Pudding,113,3.14,20.32,16.62,0.7,2.1,1.17,0.463,0.122,7
13220210,"Pudding, flavors other than chocolate, made from dry mix, sugar free",Pudding,70,3.18,9.53,4.65,0.0,2.07,1.181,0.438,0.091,8
13220220,"Pudding, chocolate, made from dry mix, sugar free",Pudding,76,3.48,10.48,4.56,0.5,2.16,1.229,0.512,0.075,8
13230110,"Pudding, flavors other than chocolate, ready-to-eat",Pudding,130,1.45,22.6,16.97,0.0,3.78,1.016,2.286,0.087,1
13230120,"Pudding, flavors other than chocolate, ready-to-eat, sugar free",Pudding,70,3.18,9.53,4.65,0.0,2.07,1.181,0.438,0.091,8
13230130,"Pudding, chocolate, ready-to-eat",Pudding,142,2.09,23.01,17.17,0.0,4.6,1.263,2.731,0.105,1
13230140,"Pudding, chocolate, ready-to-eat, sugar free",Pudding,76,3.48,10.48,4.56,0.5,2.16,1.229,0.512,0.075,8
13230500,"Pudding, tapioca, ready-to-eat",Pudding,130,1.95,21.69,14.91,0.0,3.88,0.962,2.538,0.072,1
13241000,Banana pudding,Pudding,160,2.57,28.0,19.74,0.7,4.26,1.22,1.999,0.617,38
13250000,Mousse,Pudding,212,4.2,16.23,15.1,0.6,15.12,8.143,4.044,0.842,118
13252200,Dulce de leche,Pudding,315,6.84,55.35,49.74,0.0,7.35,4.534,2.143,0.375,29
13252500,"Barfi or Burfi, Indian dessert",Pudding,284,5.42,40.43,36.97,0.4,11.36,6.114,3.471,0.829,35
13252590,Trifle,Pudding,169,3.52,23.24,15.76,0.4,7.15,4.071,2.104,0.419,65
13252600,Tiramisu,Cakes and pies,353,5.65,29.44,18.7,0.6,23.86,13.284,5.426,1.319,121
13411000,White sauce or gravy,"Dips, gravies, other sauces",144,3.84,9.21,4.63,0.2,10.2,4.678,2.569,1.369,23
14010000,"Cheese, NFS",Cheese,381,20.7,4.33,2.08,0.0,31.26,17.763,6.91,1.138,95
14101010,"Cheese, Blue or Roquefort",Cheese,353,21.4,2.34,0.5,0.0,28.74,18.669,7.778,0.8,75
14102010,"Cheese, Brick",Cheese,371,23.24,2.79,0.51,0.0,29.68,18.764,8.598,0.784,94
14103010,"Cheese, Camembert",Cheese,300,19.8,0.46,0.46,0.0,24.26,15.259,7.023,0.724,72
14103020,"Cheese, Brie",Cheese,334,20.75,0.45,0.45,0.0,27.68,17.41,8.013,0.826,100
14104100,"Cheese, Cheddar",Cheese,409,23.3,2.44,0.33,0.0,34.0,19.2,7.44,1.18,100
14104110,"Cheese, Cheddar, reduced fat",Cheese,316,27.35,2.67,0.26,0.0,20.41,12.602,5.304,0.893,76
14104115,"Cheese, Cheddar, nonfat or fat free",Cheese,157,32.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,18
14104200,"Cheese, Colby",Cheese,394,23.76,2.57,0.52,0.0,32.11,20.218,9.28,0.953,95
14104250,"Cheese, Colby Jack",Cheese,393,23.19,2.24,0.51,0.0,32.37,19.709,7.98,0.926,98
14104400,"Cheese, Feta",Cheese,273,19.71,5.58,1.63,0.0,19.08,11.2,4.18,0.591,58
14104600,"Cheese, Fontina",Cheese,389,25.6,1.55,1.55,0.0,31.14,19.196,8.687,1.654,116
14104700,"Cheese, goat",Cheese,364,21.58,0.12,0.12,0.0,29.84,20.639,6.808,0.709,79
14105010,"Cheese, Gouda or Edam",Cheese,356,24.94,2.22,2.22,0.0,27.44,17.614,7.747,0.657,114
14105200,"Cheese, Gruyere",Cheese,413,29.81,0.36,0.36,0.0,32.34,18.913,10.043,1.733,110
14106010,"Cheese, Limburger",Cheese,327,20.05,0.49,0.49,0.0,27.25,16.746,8.606,0.495,90
14106200,"Cheese, Monterey",Cheese,392,22.62,1.9,0.5,0.0,32.63,19.2,6.68,0.899,100
14106500,"Cheese, Monterey, reduced fat",Cheese,313,28.2,0.7,0.56,0.0,21.6,14.04,5.64,0.84,65
14107010,"Cheese, Mozzarella, NFS",Cheese,296,23.7,4.44,1.81,0.0,20.4,11.7,4.65,0.744,65
14107030,"Cheese, Mozzarella, part skim",Cheese,296,23.7,4.44,1.81,0.0,20.4,11.7,4.65,0.744,65
14107040,"Cheese, Mozzarella, reduced sodium",Cheese,280,27.5,3.1,1.23,0.0,17.1,10.867,4.844,0.509,54
14107060,"Cheese, Mozzarella, nonfat or fat free",Cheese,141,31.7,3.5,1.48,1.8,0.0,0.0,0.0,0.0,18
14107200,"Cheese, Muenster",Cheese,368,23.41,1.12,1.12,0.0,30.04,19.113,8.711,0.661,96
14107250,"Cheese, Muenster, reduced fat",Cheese,271,24.7,3.5,3.5,0.0,17.6,10.95,5.09,0.65,63
14108010,"Cheese, Parmesan, dry grated",Cheese,412,29.87,8.36,0.36,0.0,28.75,16.35,6.21,0.931,86
14108015,"Cheese, Parmesan, dry grated, reduced fat",Cheese,395,34.8,26.2,0.78,0.0,16.5,9.305,3.923,0.693,54
14108020,"Cheese, Parmesan, hard",Cheese,412,29.87,8.36,0.36,0.0,28.75,16.35,6.21,0.931,86
14108060,"Cheese, Parmesan, dry grated, fat free",Cheese,370,40.0,40.0,1.5,0.0,5.0,3.11,1.446,0.186,20
14108200,"Cheese, Port du Salut",Cheese,356,24.94,2.22,2.22,0.0,27.44,17.614,7.747,0.657,114
14108400,"Cheese, Provolone",Cheese,357,23.45,2.45,0.56,0.0,28.13,16.2,5.74,0.769,85
14108420,"Cheese, provolone, reduced fat",Cheese,274,24.7,3.5,0.55,0.0,17.6,11.3,4.89,0.51,55
14109010,"Cheese, Swiss",Cheese,393,27.0,1.44,0.0,0.0,31.0,18.2,7.26,1.14,93
14109020,"Cheese, Swiss, reduced sodium",Cheese,374,28.4,3.4,1.31,0.0,27.4,17.744,7.256,0.968,92
14109030,"Cheese, Swiss, reduced fat",Cheese,179,28.4,3.4,1.33,0.0,5.1,3.304,1.351,0.18,35
14109040,"Cheese, Swiss, nonfat or fat free",Cheese,127,28.4,3.4,1.33,0.0,0.0,0.0,0.0,0.0,18
14110010,"Cheese, Cheddar, reduced sodium",Cheese,398,24.35,1.91,0.49,0.0,32.62,20.768,9.189,0.972,100
14110050,"Cheese, paneer",Cheese,299,15.86,22.46,23.33,0.0,15.52,9.021,3.337,0.524,58
14120010,"Cheese, Mexican blend",Cheese,362,21.92,2.4,0.84,0.0,29.34,17.041,6.242,1.042,90
14120020,"Cheese, Mexican blend, reduced fat",Cheese,282,24.69,3.41,0.56,0.0,19.4,11.58,5.02,0.75,62
14131000,"Queso Anejo, aged Mexican cheese",Cheese,373,21.44,4.63,4.63,0.0,29.98,19.033,8.528,0.901,105
14131500,Queso Asadero,Cheese,297,22.14,2.4,0.0,0.0,22.1,12.7,4.74,0.85,66
14133000,Queso Fresco,Cheese,298,18.88,2.96,2.32,0.0,23.36,14.0,4.96,1.106,76
14134000,Queso cotija,Cheese,351,23.84,2.72,0.0,0.0,27.24,15.9,5.93,1.187,89
14200100,"Cheese, cottage, NFS",Cottage/ricotta cheese,82,11.0,4.31,4.1,0.0,2.3,1.26,0.469,0.072,12
14201010,"Cheese, cottage, creamed, large or small curd",Cottage/ricotta cheese,103,11.62,4.6,2.67,0.0,4.22,2.6,0.916,0.123,18
14201200,"Cottage cheese, farmer's",Cottage/ricotta cheese,148,10.96,4.33,2.52,0.0,9.73,6.029,2.524,0.329,32
14201500,"Cheese, Ricotta",Cottage/ricotta cheese,148,9.6,6.0,0.29,0.0,9.46,5.948,2.437,0.324,40
14202010,"Cheese, cottage, with fruit",Cottage/ricotta cheese,74,9.41,4.94,4.61,0.2,1.96,1.072,0.4,0.064,10
14202020,"Cheese, cottage, with vegetables",Cottage/ricotta cheese,79,9.78,5.63,3.95,0.7,1.98,1.076,0.4,0.072,10
14203010,"Cheese, cottage, dry curd",Cottage/ricotta cheese,72,10.34,6.66,1.85,0.0,0.29,0.169,0.079,0.003,7
14203020,"Cheese, cottage, salted, dry curd",Cottage/ricotta cheese,71,10.24,6.59,1.83,0.0,0.29,0.167,0.078,0.003,7
14203510,Puerto Rican white cheese,Cottage/ricotta cheese,298,18.88,2.96,2.32,0.0,23.36,14.0,4.96,1.106,76
14204010,"Cheese, cottage, low fat",Cottage/ricotta cheese,82,11.0,4.31,4.1,0.0,2.3,1.26,0.469,0.072,12
14204020,"Cheese, cottage, lowfat, with fruit",Cottage/ricotta cheese,85,7.3,10.3,9.31,0.3,1.57,0.822,0.309,0.06,8
14206010,"Cheese, cottage, lowfat, low sodium",Cottage/ricotta cheese,72,12.4,2.7,2.7,0.0,1.0,0.632,0.284,0.031,4
14207010,"Cheese, cottage, lowfat, lactose reduced",Cottage/ricotta cheese,82,11.0,4.31,4.1,0.0,2.3,1.26,0.469,0.072,12
14301010,"Cream cheese, regular, plain","Cream cheese, sour cream, whipped cream",343,5.79,4.56,3.76,0.0,33.49,19.7,6.92,1.483,101
14301100,"Cream cheese, regular, flavored","Cream cheese, sour cream, whipped cream",275,8.23,14.09,12.96,0.0,20.55,12.091,4.255,0.913,65
